Field,Year,Month,Cfactor,Land_ID,Field_ID,HYDRO,SOIL_CODE,SOILNAME,NAME08F,NAME09F,NAME10F,NAME11F,NAME12F,NAME13F,NAME14F,NAME15F,NAME16F,NAME17F,NAME18F,NAME19F,cropCycle,Slope,SlopeLength,OM,ATEXTURE,FinalArea_m2,FinalLength_m
0,2015,5,0.116774194,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2015,6,0.115333333,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2015,7,0.142580645,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2015,8,0.186129032,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2015,9,0.262,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2015,10,0.317741935,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2015,11,0.347666667,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2015,12,0.36,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,1,0.37,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,2,0.377857143,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,3,0.406129032,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,4,0.513666667,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,5,0.322580645,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,6,0.17,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,7,0.163870968,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,8,0.179677419,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,9,0.2089,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,10,0.215483871,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,11,0.274333333,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2016,12,0.316451613,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,1,0.347096774,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,2,0.374642857,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,3,0.430322581,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,4,0.466333333,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,5,0.434193548,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,6,0.242333333,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,7,0.140322581,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,8,0.158387097,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,9,0.254333333,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,10,0.320322581,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,11,0.357333333,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2017,12,0.37483871,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,1,0.384516129,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,2,0.397142857,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,3,0.430645161,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,4,0.534,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,5,0.343548387,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,6,0.175333333,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,7,0.166129032,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,8,0.16616129,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,9,0.070833333,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,10,0.079645161,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,11,0.0827,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2018,12,0.082967742,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,1,0.082,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,2,0.083107143,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,3,0.088677419,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,4,0.102833333,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,5,0.118064516,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,6,0.115666667,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,7,0.143548387,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,8,0.190645161,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,9,0.256666667,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,10,0.316774194,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,11,0.347333333,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2019,12,0.36,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2020,1,0.369354839,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2020,2,0.3775,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2020,3,0.406129032,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2020,4,0.511,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2020,5,0.333225806,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2020,6,0.172666667,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2020,7,0.163870968,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2020,8,0.178709677,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
0,2020,9,0.213766667,21,0,B,BAY,BRADY,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,Corn,Soybeans,Corn,Edible Beans,SCECSCE,1.4,1419,3.1,CL,156.9792159,100.3014274
2,2012,10,0.298064516,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2012,11,0.345666667,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2012,12,0.372903226,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2013,1,0.386129032,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2013,2,0.390357143,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2013,3,0.400967742,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2013,4,0.419333333,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2013,5,0.479032258,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2013,6,0.294666667,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2013,7,0.155806452,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2013,8,0.149354839,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2013,9,0.165,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
2,2013,10,0.198935484,26,2,B,BAY,BRADY,Soybeans,Winter Wheat,Soybeans,Soybeans,Winter Wheat,Corn,Soybeans,Winter Wheat,Soybeans,Corn,Soybeans,Winter Wheat,CSWSCSW,1.3,267,3.1,CL,79.1540193,89.17177031
